,92_0_sum,92_0_mean,93_1_sum,93_1_mean,94_2_sum,94_2_mean,95_3_sum,95_3_mean,96_4_sum,96_4_mean,97_5_sum,97_5_mean,98_6_sum,98_6_mean,99_7_sum,99_7_mean,100_8_sum,100_8_mean,101_9_sum,101_9_mean,y
1458,1762.0,1.762,9318.275,9.318275,19122.0,19.122,2546.362,2.5463622,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
1459,4117.0,4.117,12844.576,12.844576,121246.0,121.246,1722.0591,1.7220591,25.0,0.025,5.0,0.005,0.0,0.0,5.0,0.005,0.0,0.0,2.0,0.002,1
1460,225.0,0.225,2861.3335,2.8613336,5609.0,5.609,430.35007,0.43035007,12.0,0.012,10.0,0.01,0.0,0.0,42.0,0.042,4.0,0.004,0.0,0.0,1
1461,481.0,1.1847291,12880.833,31.72619,23484.0,57.842365,1172.1853,2.887156,40.0,0.098522164,14.0,0.03448276,0.0,0.0,176.0,0.43349755,0.0,0.0,0.0,0.0,1
1462,24.0,0.47058824,865.8333,16.977123,1385.0,27.156862,66.18181,1.2976825,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
1463,24.0,0.47058824,865.8333,16.977123,1385.0,27.156862,66.497246,1.3038676,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
1464,721.0,0.9069182,18874.52,23.741533,34516.0,43.41635,1568.3821,1.9728076,232.0,0.2918239,31.0,0.038993713,0.0,0.0,111.0,0.13962264,0.0,0.0,3.0,0.003773585,1
1465,24.0,0.47058824,862.5,16.911764,1378.0,27.019608,66.386215,1.3016905,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
1466,1789.0,1.789,9440.223,9.440223,19360.0,19.36,2597.435,2.597435,98.0,0.098,60.0,0.06,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
1467,438.0,0.438,7273.5,7.2735,7326.0,7.326,1471.4584,1.4714583,0.0,0.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1468,1407.0,1.407,11692.105,11.692105,20639.0,20.639,2659.1167,2.6591167,79.0,0.079,49.0,0.049,0.0,0.0,32.0,0.032,0.0,0.0,8.0,0.008,1
1469,204.0,1.1270719,4253.0,23.497238,7595.0,41.961327,488.6595,2.6997762,27.0,0.14917128,33.0,0.18232045,0.0,0.0,54.0,0.29834256,0.0,0.0,0.0,0.0,0
1470,95.0,1.0326087,1193.3446,12.971137,2688.0,29.217392,127.022736,1.3806819,14.0,0.1521739,3.0,0.032608695,0.0,0.0,2.0,0.02173913,0.0,0.0,2.0,0.02173913,1
1471,116.0,1.6571429,679.0,9.7,1319.0,18.842857,225.11429,3.2159183,0.0,0.0,3.0,0.042857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1472,357.0,0.89698493,5012.1,12.593216,8890.0,22.336683,779.8069,1.9593138,51.0,0.1281407,22.0,0.055276383,0.0,0.0,42.0,0.10552764,0.0,0.0,1.0,0.0025125628,1
1473,863.0,0.863,13014.628,13.014627,14583.0,14.583,2625.9944,2.6259944,671.0,0.671,0.0,0.0,0.0,0.0,2.0,0.002,0.0,0.0,2.0,0.002,1
1474,1380.0,1.38,21088.5,21.0885,37653.0,37.653,2863.6106,2.8636105,34.0,0.034,66.0,0.066,0.0,0.0,200.0,0.2,336.0,0.336,0.0,0.0,1
1475,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3101.3518,3.1013517,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1476,1415.0,1.415,43533.47,43.53347,92060.0,92.06,3258.188,3.258188,132.0,0.132,30.0,0.03,0.0,0.0,419.0,0.419,0.0,0.0,7.0,0.007,1
1477,758.0,1.7425287,4852.5,11.155172,9349.0,21.491955,1463.594,3.364584,5.0,0.011494253,15.0,0.03448276,0.0,0.0,14.0,0.032183908,0.0,0.0,0.0,0.0,1
1478,754.0,0.754,7011.451,7.0114512,11949.0,11.949,1445.1447,1.4451447,61.0,0.061,16.0,0.016,0.0,0.0,13.0,0.013,0.0,0.0,4.0,0.004,1
1479,1205.0,1.4011627,11558.252,13.439828,22084.0,25.67907,2314.111,2.690827,65.0,0.075581394,92.0,0.10697675,0.0,0.0,80.0,0.093023255,1.0,0.0011627907,1.0,0.0011627907,1
1480,206.0,0.5,3694.3333,8.966828,6370.0,15.461165,480.8105,1.1670158,42.0,0.10194175,14.0,0.033980582,0.0,0.0,34.0,0.08252427,0.0,0.0,0.0,0.0,0
1481,1433.0,1.433,11847.5,11.8475,21342.0,21.342,2910.1887,2.9101887,97.0,0.097,32.0,0.032,0.0,0.0,10.0,0.01,0.0,0.0,0.0,0.0,0
1482,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3105.72,3.10572,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1483,1789.0,1.789,9359.012,9.359012,19388.0,19.388,2590.5264,2.5905263,97.0,0.097,60.0,0.06,0.0,0.0,26.0,0.026,0.0,0.0,28.0,0.028,1
1484,81.0,1.0253165,3069.4165,38.853374,5938.0,75.16456,198.58508,2.5137353,47.0,0.5949367,3.0,0.03797468,0.0,0.0,12.0,0.15189873,0.0,0.0,0.0,0.0,1
1485,24.0,0.47058824,865.8333,16.977123,1385.0,27.156862,66.30513,1.3001006,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,1
1486,972.0,0.972,9200.0,9.2,16103.0,16.103,2062.7378,2.0627377,89.0,0.089,30.0,0.03,0.0,0.0,56.0,0.056,0.0,0.0,0.0,0.0,1
1487,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3107.6016,3.1076016,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1488,972.0,0.972,9106.0,9.106,15915.0,15.915,2061.575,2.061575,89.0,0.089,30.0,0.03,0.0,0.0,56.0,0.056,0.0,0.0,0.0,0.0,1
1489,95.0,1.1309524,1281.6667,15.257937,2316.0,27.571428,198.92932,2.3682063,6.0,0.071428575,9.0,0.10714286,0.0,0.0,2.0,0.023809524,0.0,0.0,0.0,0.0,0
1490,111.0,0.111,1572.1667,1.5721668,2484.0,2.484,250.07492,0.25007492,9.0,0.009,9.0,0.009,0.0,0.0,13.0,0.013,0.0,0.0,0.0,0.0,1
1491,958.0,0.958,14872.057,14.872057,30711.0,30.711,1609.6454,1.6096454,57.0,0.057,20.0,0.02,0.0,0.0,183.0,0.183,0.0,0.0,1.0,0.001,1
1492,21.0,0.4375,760.5,15.84375,1369.0,28.520834,54.654335,1.1386319,12.0,0.25,10.0,0.20833333,0.0,0.0,2.0,0.041666668,0.0,0.0,1.0,0.020833334,0
1493,204.0,1.1270719,4246.1665,23.459484,7582.0,41.889503,488.68588,2.699922,27.0,0.14917128,33.0,0.18232045,0.0,0.0,54.0,0.29834256,0.0,0.0,0.0,0.0,0
1494,86.0,0.86,1431.6667,14.316668,2436.0,24.36,195.0911,1.9509109,16.0,0.16,25.0,0.25,0.0,0.0,2.0,0.02,0.0,0.0,0.0,0.0,1
1495,1030.0,1.03,31820.82,31.82082,49842.0,49.842,2733.1357,2.7331357,892.0,0.892,9.0,0.009,0.0,0.0,7.0,0.007,0.0,0.0,3.0,0.003,1
1496,1001.0,1.001,19841.857,19.841858,20338.0,20.338,3670.942,3.6709418,997.0,0.997,0.0,0.0,0.0,0.0,2.0,0.002,0.0,0.0,0.0,0.0,1
1497,167.0,1.0372671,2351.0,14.602485,3220.0,20.0,436.68372,2.7123213,39.0,0.24223602,31.0,0.19254659,0.0,0.0,7.0,0.04347826,0.0,0.0,0.0,0.0,0
1498,677.0,1.1753472,8871.686,15.402232,15448.0,26.819445,1524.7502,2.6471357,20.0,0.034722224,23.0,0.039930556,0.0,0.0,125.0,0.2170139,2.0,0.0034722222,1.0,0.0017361111,1
1499,4134.0,4.134,12866.505,12.866505,121361.0,121.361,1733.1892,1.7331892,25.0,0.025,5.0,0.005,0.0,0.0,5.0,0.005,0.0,0.0,2.0,0.002,1
1500,1207.0,1.2572917,16383.846,17.066505,31242.0,32.54375,1853.5598,1.9307915,211.0,0.21979167,159.0,0.165625,4.0,0.004166667,108.0,0.1125,0.0,0.0,4.0,0.004166667,0
1501,1472.0,1.472,13751.045,13.751045,20389.0,20.389,2637.2573,2.6372573,98.0,0.098,116.0,0.116,0.0,0.0,93.0,0.093,0.0,0.0,16.0,0.016,1
1502,863.0,0.863,13014.995,13.014996,14585.0,14.585,2626.5,2.6265,671.0,0.671,0.0,0.0,0.0,0.0,2.0,0.002,0.0,0.0,2.0,0.002,1
1503,317.0,1.5539216,2214.2205,10.854022,5038.0,24.69608,457.30124,2.2416728,15.0,0.073529415,29.0,0.14215687,0.0,0.0,4.0,0.019607844,0.0,0.0,1.0,0.004901961,1
1504,985.0,0.985,6413.5,6.4135,12405.0,12.405,1770.1927,1.7701927,8.0,0.008,112.0,0.112,0.0,0.0,12.0,0.012,0.0,0.0,0.0,0.0,1
1505,30.0,0.5555556,869.5,16.101852,1442.0,26.703703,75.98392,1.4071096,7.0,0.12962963,8.0,0.14814815,0.0,0.0,2.0,0.037037037,0.0,0.0,0.0,0.0,1
1506,157.0,0.7621359,6002.9395,29.140482,7458.0,36.203884,441.56342,2.1435118,22.0,0.106796116,8.0,0.03883495,0.0,0.0,64.0,0.3106796,0.0,0.0,2.0,0.009708738,0
1507,778.0,1.1646707,6192.5,9.270209,10516.0,15.742515,1573.5188,2.355567,16.0,0.023952097,18.0,0.026946107,0.0,0.0,11.0,0.016467066,0.0,0.0,0.0,0.0,0
1508,1343.0,1.343,12133.0,12.133,20749.0,20.749,2794.7517,2.7947516,79.0,0.079,35.0,0.035,0.0,0.0,47.0,0.047,0.0,0.0,0.0,0.0,1
1509,1592.0,1.592,13225.5,13.2255,22818.0,22.818,3205.4229,3.2054229,92.0,0.092,44.0,0.044,1.0,0.001,13.0,0.013,0.0,0.0,0.0,0.0,0
1510,936.0,0.936,14842.765,14.842765,30561.0,30.561,1596.0476,1.5960476,57.0,0.057,20.0,0.02,0.0,0.0,183.0,0.183,0.0,0.0,1.0,0.001,1
1511,1142.0,1.142,21653.479,21.653479,40624.0,40.624,2487.4854,2.4874854,95.0,0.095,61.0,0.061,0.0,0.0,247.0,0.247,3.0,0.003,2.0,0.002,1
1512,203.0,0.55922866,3598.3333,9.912764,6246.0,17.206612,471.43237,1.2987118,40.0,0.110192835,14.0,0.038567495,0.0,0.0,34.0,0.09366391,0.0,0.0,0.0,0.0,0
1513,91.0,0.6453901,2623.5,18.606382,3831.0,27.170214,253.01012,1.794398,69.0,0.4893617,3.0,0.021276595,0.0,0.0,6.0,0.04255319,0.0,0.0,0.0,0.0,0
1514,30.0,0.5660377,869.5,16.40566,1442.0,27.207546,75.64278,1.4272223,7.0,0.13207547,8.0,0.1509434,0.0,0.0,2.0,0.03773585,0.0,0.0,0.0,0.0,1
1515,946.0,0.946,28068.5,28.0685,32173.0,32.173,2487.2998,2.4873,49.0,0.049,13.0,0.013,0.0,0.0,34.0,0.034,0.0,0.0,0.0,0.0,1
1516,1657.0,1.657,58561.0,58.561,116225.0,116.225,4163.043,4.163043,32.0,0.032,26.0,0.026,0.0,0.0,758.0,0.758,0.0,0.0,0.0,0.0,0
1517,206.0,1.1381216,4311.0,23.81768,7711.0,42.60221,493.86792,2.728552,29.0,0.160221,35.0,0.19337016,0.0,0.0,54.0,0.29834256,0.0,0.0,0.0,0.0,0
1518,1234.0,1.4638197,8355.249,9.911327,25903.0,30.727165,1196.8436,1.4197433,14.0,0.016607355,27.0,0.03202847,1.0,0.0011862396,74.0,0.087781735,2.0,0.0023724793,3.0,0.0035587188,0
1519,30.0,0.5660377,869.5,16.40566,1442.0,27.207546,75.66354,1.427614,7.0,0.13207547,8.0,0.1509434,0.0,0.0,2.0,0.03773585,0.0,0.0,0.0,0.0,1
1520,4072.0,4.072,10657.74,10.657741,39908.0,39.908,3093.6523,3.0936522,161.0,0.161,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1521,2470.0,2.47,10232.846,10.232845,26420.0,26.42,2294.4846,2.2944846,101.0,0.101,106.0,0.106,0.0,0.0,49.0,0.049,0.0,0.0,13.0,0.013,0
1522,500.0,1.1655011,4824.706,11.246401,8456.0,19.710957,896.6819,2.0901675,13.0,0.030303031,41.0,0.09557109,2.0,0.0046620048,29.0,0.067599066,0.0,0.0,2.0,0.0046620048,0
1523,972.0,0.972,9106.0,9.106,15915.0,15.915,2061.8093,2.0618093,89.0,0.089,30.0,0.03,0.0,0.0,56.0,0.056,0.0,0.0,0.0,0.0,1
1524,21.0,0.4375,760.5,15.84375,1369.0,28.520834,54.619907,1.1379148,12.0,0.25,10.0,0.20833333,0.0,0.0,2.0,0.041666668,0.0,0.0,1.0,0.020833334,0
1525,4078.0,4.078,10627.205,10.627205,39832.0,39.832,3102.6406,3.1026406,159.0,0.159,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1526,148.0,1.0571429,1922.6667,13.733334,3181.0,22.721428,331.38324,2.3670232,16.0,0.114285715,45.0,0.32142857,0.0,0.0,2.0,0.014285714,0.0,0.0,0.0,0.0,1
1527,557.0,0.9720768,9504.339,16.586979,17425.0,30.410122,1100.3494,1.9203305,184.0,0.32111692,23.0,0.040139616,0.0,0.0,59.0,0.10296684,0.0,0.0,3.0,0.005235602,1
1528,171.0,0.7916667,5174.0,23.953703,8055.0,37.291668,455.2987,2.1078644,10.0,0.046296295,14.0,0.06481481,0.0,0.0,51.0,0.2361111,0.0,0.0,0.0,0.0,1
1529,4073.0,4.073,10653.573,10.653573,39914.0,39.914,3095.5576,3.0955577,162.0,0.162,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1530,24.0,0.47058824,869.1667,17.042484,1392.0,27.294117,66.23167,1.2986602,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
1531,1458.0,1.458,20253.559,20.25356,49596.0,49.596,1755.517,1.755517,282.0,0.282,28.0,0.028,24.0,0.024,116.0,0.116,0.0,0.0,9.0,0.009,1
1532,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3104.6821,3.1046822,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1533,116.0,1.6338028,679.0,9.56338,1319.0,18.577465,225.11429,3.1706238,0.0,0.0,3.0,0.04225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1534,487.0,1.5460317,3806.328,12.083581,7302.0,23.180952,865.5106,2.7476528,35.0,0.11111111,57.0,0.18095239,0.0,0.0,6.0,0.01904762,0.0,0.0,1.0,0.0031746032,1
1535,1762.0,1.762,9320.17,9.320169,19126.0,19.126,2546.3574,2.5463574,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
1536,137.0,1.0458015,2786.8335,21.273539,4813.0,36.74046,326.49194,2.4923048,18.0,0.13740458,31.0,0.23664123,0.0,0.0,27.0,0.20610687,0.0,0.0,0.0,0.0,0
1537,511.0,0.9696395,8630.339,16.376354,15677.0,29.747627,1004.4494,1.905976,138.0,0.2618596,23.0,0.043643262,0.0,0.0,59.0,0.11195446,0.0,0.0,3.0,0.0056926,1
1538,137.0,1.0538461,2793.6667,21.489744,4826.0,37.123077,327.5688,2.51976,18.0,0.13846155,31.0,0.23846154,0.0,0.0,27.0,0.20769231,0.0,0.0,0.0,0.0,0
1539,707.0,0.707,10780.0,10.78,15820.0,15.82,1627.175,1.6271751,91.0,0.091,70.0,0.07,0.0,0.0,90.0,0.09,0.0,0.0,7.0,0.007,1
1540,885.0,0.885,8617.182,8.617182,14339.0,14.339,1688.0563,1.6880562,302.0,0.302,5.0,0.005,0.0,0.0,5.0,0.005,0.0,0.0,2.0,0.002,1
1541,137.0,1.0458015,2786.8335,21.273539,4813.0,36.74046,327.4935,2.4999504,18.0,0.13740458,31.0,0.23664123,0.0,0.0,27.0,0.20610687,0.0,0.0,0.0,0.0,0
1542,507.0,0.507,10082.0,10.082,18254.0,18.254,1279.8867,1.2798867,486.0,0.486,4.0,0.004,0.0,0.0,4.0,0.004,0.0,0.0,0.0,0.0,1
1543,1816.0,1.816,9368.93,9.36893,19500.0,19.5,2618.5935,2.6185935,100.0,0.1,60.0,0.06,0.0,0.0,26.0,0.026,0.0,0.0,29.0,0.029,1
1544,24.0,0.47058824,869.1667,17.042484,1392.0,27.294117,66.38342,1.3016357,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
1545,21.0,0.4375,764.8334,15.934029,1378.0,28.708334,54.50897,1.1356035,12.0,0.25,10.0,0.20833333,0.0,0.0,2.0,0.041666668,0.0,0.0,1.0,0.020833334,0
1546,24.0,0.46153846,910.5,17.509615,1522.0,29.26923,65.99511,1.2691367,8.0,0.15384616,10.0,0.1923077,0.0,0.0,4.0,0.07692308,0.0,0.0,0.0,0.0,0
1547,1077.0,1.077,19690.977,19.690977,42612.0,42.612,2176.1333,2.1761334,302.0,0.302,46.0,0.046,0.0,0.0,170.0,0.17,0.0,0.0,22.0,0.022,1
1548,481.0,1.1847291,12880.834,31.726192,23484.0,57.842365,1172.2678,2.8873591,40.0,0.098522164,14.0,0.03448276,0.0,0.0,176.0,0.43349755,0.0,0.0,0.0,0.0,1
1549,1693.0,1.693,15798.752,15.798752,31217.0,31.217,2984.0786,2.9840786,29.0,0.029,31.0,0.031,0.0,0.0,140.0,0.14,0.0,0.0,2.0,0.002,1
1550,4078.0,4.078,10651.539,10.651539,39879.0,39.879,3104.5715,3.1045716,159.0,0.159,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1551,692.0,0.692,10700.0,10.7,10876.0,10.876,2446.3809,2.4463809,0.0,0.0,12.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1552,116.0,1.6338028,679.0,9.56338,1319.0,18.577465,225.11429,3.1706238,0.0,0.0,3.0,0.04225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1553,20.0,0.2857143,407.5,5.821429,510.0,7.285714,50.386765,0.7198109,1.0,0.014285714,3.0,0.042857144,0.0,0.0,4.0,0.057142857,0.0,0.0,0.0,0.0,0
1554,26.0,0.45614034,1010.5,17.72807,1709.0,29.982456,71.27333,1.2504094,11.0,0.19298245,13.0,0.22807017,0.0,0.0,4.0,0.07017544,0.0,0.0,1.0,0.01754386,0
1555,685.0,1.164966,4901.6484,8.336137,9601.0,16.328232,1199.2236,2.039496,26.0,0.044217687,2.0,0.0034013605,0.0,0.0,12.0,0.020408163,0.0,0.0,2.0,0.0034013605,1
1556,24.0,0.47058824,857.1667,16.80719,1365.0,26.764706,66.0006,1.2941295,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
1557,191.0,1.1506025,4113.167,24.778114,6991.0,42.114456,477.39706,2.875886,28.0,0.16867469,32.0,0.19277108,0.0,0.0,53.0,0.3192771,0.0,0.0,0.0,0.0,0
1558,1701.0,1.701,21028.424,21.028423,39334.0,39.334,3828.739,3.828739,11.0,0.011,21.0,0.021,0.0,0.0,688.0,0.688,0.0,0.0,0.0,0.0,1
1559,1377.0,1.377,28539.492,28.539492,82997.0,82.997,2883.7944,2.8837945,116.0,0.116,119.0,0.119,2.0,0.002,305.0,0.305,204.0,0.204,0.0,0.0,1
1560,21.0,0.42857143,764.8334,15.608845,1378.0,28.12245,54.468155,1.111595,12.0,0.24489796,10.0,0.20408164,0.0,0.0,2.0,0.040816326,0.0,0.0,1.0,0.020408163,0
1561,1789.0,1.789,9439.223,9.439222,19358.0,19.358,2602.303,2.602303,98.0,0.098,60.0,0.06,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
1562,863.0,0.863,13014.628,13.014627,14583.0,14.583,2625.9443,2.6259444,671.0,0.671,0.0,0.0,0.0,0.0,2.0,0.002,0.0,0.0,2.0,0.002,1
1563,343.0,1.0993589,3266.818,10.470571,5818.0,18.647436,638.36676,2.0460472,26.0,0.083333336,41.0,0.13141026,0.0,0.0,10.0,0.032051284,0.0,0.0,1.0,0.0032051282,1
1564,1385.0,1.385,29099.934,29.099934,44232.0,44.232,3436.4683,3.4364684,10.0,0.01,24.0,0.024,5.0,0.005,318.0,0.318,0.0,0.0,0.0,0.0,0
1565,1055.0,1.055,12163.833,12.163833,21659.0,21.659,2284.6943,2.2846944,8.0,0.008,29.0,0.029,0.0,0.0,132.0,0.132,1.0,0.001,0.0,0.0,1
1566,402.0,0.93271464,5815.1665,13.492266,10422.0,24.180975,895.8695,2.0785835,35.0,0.08120649,10.0,0.023201857,0.0,0.0,54.0,0.12529002,0.0,0.0,0.0,0.0,0
1567,64.0,0.82051283,1088.1667,13.950856,1797.0,23.038462,147.07007,1.8855137,6.0,0.07692308,20.0,0.25641027,0.0,0.0,2.0,0.025641026,0.0,0.0,0.0,0.0,0
1568,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3103.7202,3.1037202,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1569,204.0,1.1333333,4253.6665,23.631481,7597.0,42.205555,488.70465,2.715026,27.0,0.15,33.0,0.18333334,0.0,0.0,54.0,0.3,0.0,0.0,0.0,0.0,0
1570,4116.0,4.116,12837.576,12.837576,121239.0,121.239,1717.8438,1.7178438,25.0,0.025,5.0,0.005,0.0,0.0,5.0,0.005,0.0,0.0,2.0,0.002,1
1571,225.0,0.225,2861.3335,2.8613336,5609.0,5.609,430.3501,0.4303501,12.0,0.012,10.0,0.01,0.0,0.0,42.0,0.042,4.0,0.004,0.0,0.0,1
1572,507.0,0.507,10082.0,10.082,18254.0,18.254,1279.8867,1.2798867,486.0,0.486,4.0,0.004,0.0,0.0,4.0,0.004,0.0,0.0,0.0,0.0,1
1573,30.0,0.5660377,869.5,16.40566,1442.0,27.207546,76.022995,1.4343961,7.0,0.13207547,8.0,0.1509434,0.0,0.0,2.0,0.03773585,0.0,0.0,0.0,0.0,1
1574,1844.0,1.844,9679.088,9.679088,19973.0,19.973,2649.0134,2.6490135,105.0,0.105,60.0,0.06,0.0,0.0,29.0,0.029,0.0,0.0,30.0,0.03,1
1575,547.0,0.91932774,7747.6167,13.021205,14428.0,24.24874,1032.668,1.7355764,250.0,0.42016807,33.0,0.055462185,0.0,0.0,57.0,0.09579832,0.0,0.0,5.0,0.008403362,1
1576,4072.0,4.072,10630.705,10.630705,39839.0,39.839,3093.461,3.093461,161.0,0.161,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1577,21.0,0.42857143,760.5,15.520409,1369.0,27.938776,54.29987,1.1081606,12.0,0.24489796,10.0,0.20408164,0.0,0.0,2.0,0.040816326,0.0,0.0,1.0,0.020408163,0
1578,64.0,0.8101266,1094.0,13.848102,1808.0,22.886076,147.19662,1.8632485,6.0,0.07594936,20.0,0.25316456,0.0,0.0,2.0,0.025316456,0.0,0.0,0.0,0.0,0
1579,21.0,0.42857143,760.5,15.520409,1369.0,27.938776,54.479652,1.1118296,12.0,0.24489796,10.0,0.20408164,0.0,0.0,2.0,0.040816326,0.0,0.0,1.0,0.020408163,0
1580,94.0,1.0681819,1352.0,15.363636,2444.0,27.772728,198.43437,2.254936,6.0,0.06818182,10.0,0.11363637,0.0,0.0,4.0,0.045454547,0.0,0.0,0.0,0.0,0
1581,139.0,1.3113208,1653.0,15.594339,3058.0,28.849056,278.29733,2.6254466,6.0,0.056603774,9.0,0.08490566,0.0,0.0,2.0,0.018867925,0.0,0.0,0.0,0.0,0
1582,206.0,0.4813084,3694.3333,8.631619,6370.0,14.883178,480.91864,1.1236417,42.0,0.098130845,14.0,0.03271028,0.0,0.0,34.0,0.07943925,0.0,0.0,0.0,0.0,0
1583,863.0,0.863,13014.995,13.014996,14585.0,14.585,2625.8682,2.625868,671.0,0.671,0.0,0.0,0.0,0.0,2.0,0.002,0.0,0.0,2.0,0.002,1
1584,21.0,0.40384614,756.1666,14.541666,1360.0,26.153847,54.53895,1.048826,12.0,0.23076923,10.0,0.1923077,0.0,0.0,2.0,0.03846154,0.0,0.0,1.0,0.01923077,0
1585,4075.0,4.075,10670.24,10.67024,39900.0,39.9,3102.1543,3.1021543,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
1586,1222.0,1.222,19646.8,19.646801,36865.0,36.865,2555.6772,2.5556772,32.0,0.032,67.0,0.067,4.0,0.004,209.0,0.209,15.0,0.015,1.0,0.001,1
1587,1548.0,1.548,24228.23,24.22823,47774.0,47.774,2895.2847,2.8952847,190.0,0.19,78.0,0.078,0.0,0.0,228.0,0.228,0.0,0.0,5.0,0.005,1
1588,38.0,0.6333333,870.8333,14.513888,1483.0,24.716667,87.22241,1.4537069,6.0,0.1,10.0,0.16666667,0.0,0.0,2.0,0.033333335,0.0,0.0,0.0,0.0,1
1589,3658.0,3.658,120814.42,120.81442,255163.0,255.163,2370.855,2.370855,337.0,0.337,44.0,0.044,0.0,0.0,105.0,0.105,0.0,0.0,48.0,0.048,1
1590,98.0,0.9607843,2171.0,21.284313,3594.0,35.235294,239.55397,2.3485684,32.0,0.3137255,15.0,0.14705883,0.0,0.0,26.0,0.25490198,0.0,0.0,0.0,0.0,0
1591,137.0,1.0538461,2793.6667,21.489744,4826.0,37.123077,327.62054,2.520158,18.0,0.13846155,31.0,0.23846154,0.0,0.0,27.0,0.20769231,0.0,0.0,0.0,0.0,0
1592,1536.0,1.536,29846.66,29.84666,93256.0,93.256,3067.339,3.0673392,120.0,0.12,107.0,0.107,2.0,0.002,337.0,0.337,245.0,0.245,0.0,0.0,1
1593,206.0,0.5061425,3694.3333,9.076986,6370.0,15.651106,480.74976,1.1812034,42.0,0.1031941,14.0,0.034398034,0.0,0.0,34.0,0.083538085,0.0,0.0,0.0,0.0,0
1594,1178.0,1.178,7662.3335,7.6623335,14642.0,14.642,2130.3726,2.1303725,6.0,0.006,158.0,0.158,0.0,0.0,42.0,0.042,4.0,0.004,0.0,0.0,1
1595,646.0,1.36,5640.6367,11.875025,10182.0,21.43579,1204.5662,2.5359287,58.0,0.12210526,75.0,0.15789473,0.0,0.0,12.0,0.025263159,0.0,0.0,1.0,0.002105263,1
1596,1789.0,1.789,9440.117,9.440117,19360.0,19.36,2595.356,2.595356,98.0,0.098,60.0,0.06,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
1597,1161.0,1.161,5971.0,5.971,11117.0,11.117,2059.498,2.059498,0.0,0.0,166.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1598,624.0,1.3448275,4998.328,10.772259,9073.0,19.553879,1177.5364,2.5377939,35.0,0.075431034,87.0,0.1875,0.0,0.0,13.0,0.028017242,0.0,0.0,1.0,0.0021551724,1
1599,942.0,0.942,15090.465,15.090465,31057.0,31.057,1609.0442,1.6090442,57.0,0.057,20.0,0.02,0.0,0.0,183.0,0.183,0.0,0.0,1.0,0.001,1
1600,298.0,1.1078067,3378.6042,12.559867,5455.0,20.27881,604.65906,2.2478032,20.0,0.07434944,31.0,0.11524164,0.0,0.0,18.0,0.0669145,0.0,0.0,2.0,0.007434944,1
